web-scraper-order,web-scraper-start-url,Single,Single-href,Title,Price,Image-src,Color,Occassion,Type
1691784413-1,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/lamba-creations-women-printed-straight-kurta/p/itm7ef7df8af6215?pid=KTAGAM87BDHUQTVD&lid=LSTKTAGAM87BDHUQTVDGJTVFV&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_40&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGAM87BDHUQTVD.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Printed Viscose Rayon Straight Kurta  (Black),₹ 269,https://rukminim2.flixcart.com/image/832/832/kydb3ww0/kurta/r/o/y/xs-beel-01-lamba-creations-original-imagam87z5rzz7qz.jpeg?q=70,Black,Ethnic,Kurta
1691784416-2,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/vastani-enterprise-women-embroidered-anarkali-kurta/p/itm3997df35414a9?pid=KTAGRT2EPHFKBZXJ&lid=LSTKTAGRT2EPHFKBZXJXDRWAQ&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_39&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGRT2EPHFKBZXJ.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Embroidered Cotton Rayon Anarkali Kurta  (Black),₹ 419,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/i/2/f/l-ss-41-femvy-original-imagmt3sdavbcphx.jpeg?q=70,Black,Ethnic,Kurta
1691784419-3,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/pristyle-women-floral-print-flared-kurta/p/itm6a0d9df8fad46?pid=KTAGKWBFK4CXWBXS&lid=LSTKTAGKWBFK4CXWBXSNVM6W5&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_38&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_5_ag6liKmpdEkdrg_dSfOzs_W_4qElWFgyt-zwMcao5w%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Floral Print Cotton Blend Flared Kurta  (Black),₹ 429,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/3/u/v/l-ssc-012-pristyle-original-imagkwbftzcx65vv.jpeg?q=70,Black,Ethnic,Kurta
1691784422-4,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/shree-ganesh-fashion-women-embellished-flared-kurta/p/itmdc77293a4f16c?pid=KTAGGCZ7GZZTKY6N&lid=LSTKTAGGCZ7GZZTKY6NMSPOF0&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_37&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_6ATZcjeLS0t1ce_4Bm74bV1vYTrY0KQ19GNKPFvvXdVg%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Embellished Cotton Rayon Flared Kurta  (Black),₹ 499,https://rukminim2.flixcart.com/image/832/832/l572ufk0/shopsy-kurta/o/v/t/s-sgf1016-anarkali-shree-ganesh-fashion-original-imagfx9uzjzyggwm.jpeg?q=70,Black,Ethnic,Kurta
1691784425-5,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/sak-jaipur-women-printed-straight-kurta/p/itmd39ce554780a9?pid=KTAGNFZ8SJCEAXYV&lid=LSTKTAGNFZ8SJCEAXYVIVB9NK&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_36&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGNFZ8SJCEAXYV.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Printed Viscose Rayon Straight Kurta  (Black),₹ 270,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/n/u/0/xl-k-31-sak-jaipur-original-imagnd65xqh66su5.jpeg?q=70,Black,Ethnic,Kurta
1691784428-6,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/gora-women-checkered-kaftan-kurta/p/itma5f7de1646171?pid=KTAG4XPHDYMHMPAF&lid=LSTKTAG4XPHDYMHMPAFZFNEGP&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_35&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAG4XPHDYMHMPAF.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Checkered Cotton Blend Kaftan Kurta  (Black),₹ 311,https://rukminim2.flixcart.com/image/832/832/kr2e3680/kurta/f/v/z/3xl-gora-001-black-gora-original-imag4xphhhcrxqkg.jpeg?q=70,Black,Ethnic,Kurta
1691784431-7,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/chechi-women-self-design-gown-kurta/p/itmbb3d90eacd078?pid=KTAGNE3A4NVHAYTR&lid=LSTKTAGNE3A4NVHAYTRYKXMNU&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_34&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGNE3A4NVHAYTR.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Self Design Viscose Rayon Gown Kurta With Attached Dupatta  (Black),₹ 566,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/l/t/1/m-dg-137-chechi-original-imagne3a7ytxd4py.jpeg?q=70,Black,Ethnic,Kurta
1691784434-8,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/new4u-women-embroidered-straight-kurta/p/itm8808b2cf0aa7f?pid=KTAFKZYFRYJPZ8DH&lid=LSTKTAFKZYFRYJPZ8DH9DZB7S&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_33&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAFKZYFRYJPZ8DH.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Embroidered Viscose Rayon Straight Kurta  (Black),₹ 363,https://rukminim2.flixcart.com/image/832/832/kst9gnk0/kurta/m/n/g/l-rf-177-black-new4u-original-imag6asuazasadf6.jpeg?q=70,Black,Ethnic,Kurta
1691784437-9,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/maapaa-women-embroidered-straight-kurta/p/itm908d5b2ab9e1e?pid=KTAGFJ592QZBPZ6F&lid=LSTKTAGFJ592QZBPZ6FMGC3ST&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_32&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_4w--SRmisyOqUAOis7UFpYZVO_K9LspQMGMnDWGlBD4w%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Embroidered Viscose Rayon Straight Kurta  (Black),₹ 299,https://rukminim2.flixcart.com/image/832/832/l4oi4cw0/kurta/r/e/f/xl-js2078-maapaa-original-imagfj56xcyz3vtf.jpeg?q=70,Black,Ethnic,Kurta
1691784440-10,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/j-s-creation-women-solid-anarkali-kurta/p/itma1d2588a31ad2?pid=KTAGK8QSWGFKCK3Y&lid=LSTKTAGK8QSWGFKCK3YOL6KHJ&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_31&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_4vy7XX_ihH-Uhk3eVkoPUwlHxFbasqdoDaxlG7gp1ktQ%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Solid Georgette Anarkali Kurta  (Black),₹ 499,https://rukminim2.flixcart.com/image/832/832/xif0q/gown/z/l/y/20-xxl-sleeveless-stitched-npf1blue-j-s-creation-50-original-imagk5gdbu7vzbuv.jpeg?q=70,Black,Ethnic,Kurta
1691784443-11,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/adorro-women-embroidered-straight-kurta/p/itm651701eea2f44?pid=KTAG9AN2RENWFY4Q&lid=LSTKTAG9AN2RENWFY4Q1VIWQF&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_30&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAG9AN2RENWFY4Q.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Embroidered Viscose Rayon Straight Kurta  (Black),₹ 483,https://rukminim2.flixcart.com/image/832/832/kwnv6a80/kurta/j/a/d/4xl-v-neck-emb-adorro-original-imag9agpmseqnxny.jpeg?q=70,Black,Ethnic,Kurta
1691784446-12,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/saabhi-women-printed-ethnic-dress-kurta/p/itm135b3b961665a?pid=KTAGAEHRTKZJFRHG&lid=LSTKTAGAEHRTKZJFRHGD3RV96&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_29&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGAEHRTKZJFRHG.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Printed Viscose Rayon Ethnic Dress  (Black),₹ 399,https://rukminim2.flixcart.com/image/832/832/ky3b0y80/kurta/7/h/e/s-nsg-358-saabhi-original-imagaekrf8uqbs2s.jpeg?q=70,Black,Ethnic,Kurta
1691784449-13,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/isha-e-kart-women-striped-straight-kurta/p/itmc21933a46fbfb?pid=KTAGMBE5WRHZYRPM&lid=LSTKTAGMBE5WRHZYRPMRKPZ7F&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_28&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_4FpsYJZje1lwCDu13SzKAwxgS32Jke3boassp4qjCdtg%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Striped Viscose Rayon Straight Kurta  (Black),₹ 333,https://rukminim2.flixcart.com/image/832/832/l5fnhjk0/kurta/t/d/l/xs-gold-bleck-6120-devnda-creation-original-imagg4yyxhxjqx2n.jpeg?q=70,Black,Ethnic,Kurta
1691784452-14,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/pinkblock-women-bandhani-embroidered-straight-kurta/p/itm5df2bb73c9f29?pid=KTAGHKK7MZ3ACZZM&lid=LSTKTAGHKK7MZ3ACZZMFBLSNY&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_27&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_5Dnay0c4IfPCKtjwxh0iLnNgArCYst9x9zKS4belhT8g%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,"Women Bandhani, Embroidered Viscose Rayon Straight Kurta  (Black)",₹ 342,https://rukminim2.flixcart.com/image/832/832/xif0q/shopsy-kurta/s/1/1/xxl-pinkblock-bandhejblack-pinkblock-original-imagf9fgbyev4wa9.jpeg?q=70,Black,Ethnic,Kurta
1691784455-15,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/new4u-women-solid-straight-kurta/p/itm8bbb2acce27bf?pid=KTAFPQD9QZSHGHCA&lid=LSTKTAFPQD9QZSHGHCAWNH6ZO&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_26&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAFPQD9QZSHGHCA.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Solid Viscose Rayon Straight Kurta  (Black),₹ 321,https://rukminim2.flixcart.com/image/832/832/ksuowi80/kurta/1/i/f/xl-rf-184-black-new4u-original-imag6bn86xzkzasb.jpeg?q=70,Black,Ethnic,Kurta
1691784458-16,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/raaka-women-printed-anarkali-kurta/p/itmdfd2332a4f9b8?pid=KTAGNQAHYJG6DVGR&lid=LSTKTAGNQAHYJG6DVGR12LP3X&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_25&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGNQAHYJG6DVGR.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Printed Viscose Rayon Anarkali Kurta  (Black),₹ 395,https://rukminim2.flixcart.com/image/832/832/l09w8sw0/kurta/t/d/w/l-raaka-black-grey-kurta-218-raaka-original-imagc3pb2ezgshqy.jpeg?q=70,Black,Ethnic,Kurta
1691784461-17,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/youthnic-women-chikan-embroidery-anarkali-kurta/p/itm94569b2c78768?pid=KTAGK8NQF3KJZS3E&lid=LSTKTAGK8NQF3KJZS3EKEFTX3&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_24&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGK8NQF3KJZS3E.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Chikan Embroidery Georgette Anarkali Kurta  (Black),₹ 469,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/n/o/k/s-b19-apsara-navy-youthnic-original-imaghmvq32f2avgz.jpeg?q=70,Black,Ethnic,Kurta
1691784464-18,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/dmprsn-women-floral-print-anarkali-kurta/p/itmc87a2352d8825?pid=KTAGHZS65HHFC3RG&lid=LSTKTAGHZS65HHFC3RGTAL2XI&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_23&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGHZS65HHFC3RG.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Floral Print Viscose Rayon Anarkali Kurta  (Black),₹ 403,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/w/w/a/3xl-mj-4003-manojava-original-imaghzrzphhz9zfu.jpeg?q=70,Black,Ethnic,Kurta
1691784467-19,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/vinh-fashion-women-chikan-embroidery-a-line-kurta/p/itm58f6b3d04f28c?pid=KTAGRTHJR7KRZGUN&lid=LSTKTAGRTHJR7KRZGUNHLLGT3&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_22&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_42qdmC1AKQL0yQ6isQ77EfljQIG_CqnPONyKz2izuktQ%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,"Women Chikan Embroidery Cotton Blend A-line Kurta  (Black, White)",₹ 543,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/t/f/5/3xl-gowhite101-vinh-fashion-original-imagrthjpwtebthc.jpeg?q=70,Black,Ethnic,Kurta
1691784470-20,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/nypa-women-solid-straight-kurta/p/itm92f6cc5054573?pid=KTAGHPGHGCXRBXUQ&lid=LSTKTAGHPGHGCXRBXUQDMRWA2&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_21&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_7BlIocWTscvoeVQhGN_lxrXrjQ2XfACdcjHZ4WLVcRVg%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Solid Viscose Rayon Straight Kurta  (Black),₹ 299,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/n/2/u/5xl-nf00152blackplan-nypa-original-imaghpgh28da6wu9.jpeg?q=70,Black,Ethnic,Kurta
1691784473-21,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/mokshi-women-printed-straight-kurta/p/itmf580b90429e54?pid=KTAGMW9VP7ZMFHYV&lid=LSTKTAGMW9VP7ZMFHYVX3XA2F&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_20&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGMW9VP7ZMFHYV.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Printed Viscose Rayon Straight Kurta  (Black),₹ 299,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/x/k/w/xl-ku777blk-mokshi-original-imagmw9vz2xtxsqz.jpeg?q=70,Black,Ethnic,Kurta
1691784476-22,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/krifra-women-solid-a-line-kurta/p/itm4d17d443c2a3c?pid=KTAGHA8HGGFFFTSM&lid=LSTKTAGHA8HGGFFFTSM0O9HIK&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_19&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGHA8HGGFFFTSM.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Solid Cotton Blend A-line Kurta  (Black),₹ 207,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/o/r/6/m-37-krifra-original-imagha88xyagqszp.jpeg?q=70,Black,Ethnic,Kurta
1691784479-23,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/anushansa-women-printed-straight-kurta/p/itma3a80eef75d9b?pid=KTAG5FS4WURKA85J&lid=LSTKTAG5FS4WURKA85JTNCSU0&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_18&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_7hs_2iBVyo2Ov0h2pqvk49OJeWTrDKHQVycVuA4Ib0uA%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,"Women Printed Viscose Rayon Straight Kurta  (Black, Red, Gold)",₹ 369,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/e/v/x/xl-plus-embroidered-screen-anushansa-original-imag5fs4dezqngmr-bb.jpeg?q=70,Black,Ethnic,Kurta
1691784482-24,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/shyam-sarkar-women-embroidered-ethnic-dress-kurta/p/itm46080ee40f928?pid=KTAGNHFHVWZ29WQA&lid=LSTKTAGNHFHVWZ29WQAYVROLX&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_17&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_5RPEp0XPbwKSQpSvEeBlBC-RbyWPsQ9HZog42tpQgDLA%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Embroidered Viscose Rayon Ethnic Dress  (Black),₹ 669,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/w/y/m/xxl-yallow-kurti02-shyam-sarkar-original-imagnhfhst8gmw3h.jpeg?q=70,Black,Ethnic,Kurta
1691784485-25,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/dss-fashion-women-printed-anarkali-kurta/p/itm6c647d7fd25aa?pid=KTAGJVZW6ZUK9UMD&lid=LSTKTAGJVZW6ZUK9UMDS3VFH4&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_16&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGJVZW6ZUK9UMD.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Printed Cotton Rayon Anarkali Kurta  (Black),₹ 794,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/p/z/p/xl-kurti-227-green-dss-fashion-original-imagjvzw8ujaakky.jpeg?q=70,Black,Ethnic,Kurta
1691784488-26,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/gomoswa-international-women-embroidered-a-line-kurta/p/itmab91e65264771?pid=KTAGGTR3FB7HGBQ5&lid=LSTKTAGGTR3FB7HGBQ5OPQXN8&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_15&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGGTR3FB7HGBQ5.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Embroidered Viscose Rayon A-line Kurta  (Black),₹ 449,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/z/e/l/xs-fd5000-gomoswa-international-original-imaggz52kmytskx4.jpeg?q=70,Black,Ethnic,Kurta
1691784491-27,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/gudwears-women-printed-anarkali-kurta/p/itma2b116da30413?pid=KTAGHQNQSERZUGXD&lid=LSTKTAGHQNQSERZUGXDAKK09F&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_14&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGHQNQSERZUGXD.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Printed Cotton Rayon Anarkali Kurta  (Black),₹ 395,https://rukminim2.flixcart.com/image/832/832/l572ufk0/kurta/w/e/0/xl-gw1016-gudwears-original-imagfxaqqbcgxcf4.jpeg?q=70,Black,Ethnic,Kurta
1691784494-28,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/glorious-women-floral-print-anarkali-kurta/p/itmb6da7f62909d6?pid=KTAGJ96F2WRYXWZQ&lid=LSTKTAGJ96F2WRYXWZQBYAVO4&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&spotlightTagId=BestsellerId_clo%2Fcfv%2Fcib%2Frkt&srno=s_1_13&otracker=search&otracker1=search&iid=1217f8c1-1cb6-476d-8629-e76fd38881ca.KTAGJ96F2WRYXWZQ.SEARCH&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Women Floral Print Viscose Rayon Anarkali Kurta  (Black),₹ 384,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/u/4/d/m-psk318-glorious-original-imagj96fu7xvaq3y.jpeg?q=70,Black,Ethnic,Kurta
1691784497-29,https://www.flipkart.com/search?q=Kurta%20for%20women%20black&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,,https://www.flipkart.com/majoka-creations-women-embroidered-anarkali-kurta/p/itm2107cebd6c40a?pid=KTAGMK68EYYNTJWF&lid=LSTKTAGMK68EYYNTJWFRRXEDX&marketplace=FLIPKART&q=Kurta+for+women+black&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_12&otracker=search&otracker1=search&iid=en_fBu5uNfYrAtCij0vGDo4Kk2OSUpcPnd-7PGn9GiDi_6VlTYD6TRZoFtE7bIB3WHbfQNdEZFksaUcMpvouKiqtg%3D%3D&ssid=gbaebv79zk0000001691784407899&qH=5fc23c9df4f614b9,Pack of 2 Women Embroidered Cotton Rayon Anarkali Kurta  (Black),₹ 599,https://rukminim2.flixcart.com/image/832/832/xif0q/kurta/l/s/r/l-mcsbp001-majoka-creations-original-imagmk68gkuwsmgg.jpeg?q=70,Black,Ethnic,Kurta
